term	hits	files	proposing_entries	inherited_lead	disposition
眼裏有筋	64	47	皮下有血	""" (眼裏有筋，皮下有血，知痛知痒；痛痒不知，何殊土木). It is consequently used as a qualification for a monk or person addressed in the hall: ""you people must have blood under the skin"" (汝諸人須是皮下有血始得), and ""if he has blood under the skin, he will certainly have another livelihood"" (他若皮下有血，必定別有生涯). A garden exchange also keeps the literal body image audible: seeing a cook cut melons, the master asks, ""which one has blood under the skin?"	UNREVIEWED_INVESTIGATION
一切眾生皆有佛性	64	46	佛性	The first graph means “buddha” (佛), and the second means “nature” (性): 'buddha-nature.' The term reaches the Chan record as a sutra line the masters quote and put in play — (一切眾生皆有佛性) ('all sentient beings have buddha-nature'): Yanguan Qi'an preaches the line straight to his assembly, and it stands inside the stock phrase (見性成佛) ('see the nature, become buddha'). The corpus also records the term against social rank: told a 'Lingnan barbarian has no Buddha-nature,' Huineng answers (人則有南北)，(佛性無南北) ('people may be north or south, but Buddha-nature is neither north nor south'). The record's most-repeated instruction bearing the term is given as a scripture quotation in Baizhang's mouth at Guishan's awakening over the stirred ember (五燈會元, 溈山靈祐 chapter): (經云)。 | ') recurs 334x/123 (counting 有佛性也無). The same corpus-wide headword is also deployed in Zhaozhou's dog case. A monk quotes the statement 'all sentient beings have buddha-nature' (一切眾生皆有佛性) and asks Zhaozhou whether a dog has buddha-nature. Zhaozhou answers, 'no' (無). Pressed—'from the buddhas down to ants everything has it; why not a dog?	SELECTED_NEXT500
鴨類	64	43	鵝王	Exact count: 129 hits in 79 allowlisted texts. The goose-king-selects-milk formula (鵝王擇乳) has 69 hits in 48 texts; not-of-the-duck-kind (素非鴨類) has 55 in 36. One legendary-bird sense. Family checked against selecting milk (擇乳), water and milk (水乳), duck kind (鴨類), choosing the teaching (擇法), and possessing the eye (具眼).	UNREVIEWED_INVESTIGATION
代古	64	35	拈古	Literally (拈) 'to pick up / hold up (between the fingers)' + (古) 'the old [ones]', i.e. (古則) / (公案), old cases: 'picking up the old cases.' It names a commentarial genre and a standard section of a master's record — a master takes up (舉) a recorded old case and adds a prose remark (his 拈, typically marked 師拈云). The corpus enumerates it inside a family of old-case commentary forms — X67n1307: (古來有拈古)、(頌古)、(徵古)、(代古)、(別古) ('from of old there have been niangu, songgu [verse], zhenggu [interrogating], daigu [substituting], biegu [alternating]') — and it is standardly paired with, and distinct from, (頌古) ('versifying the old cases,' verse comment): a master's record files (拈古) and (頌古) as separate juan (T47n1997, 圓悟佛果禪師語錄, runs 拈古上/中/下 then 頌古; B25n0145, 中峰廣錄, 卷第三拈古頌古). Whole anthologies collect them (X66n1296 宗門拈古彙集, 'Collected Niangu of the [Chan] School'), and a further commentary layer (評唱) can be built on a master's (拈古) — Wansong Xingxiu's (評唱) on Tiantong (Hongzhi) Zhengjue's (拈古) is the (請益錄) (X67n1307). As an act it is countable (B27n0152: 呈拈古十餘則, 'presented a dozen niangu') and attached to a master's name (B27n0152: 余閱雪竇拈古, 'I read Xuedou's niangu'). The same act of taking up cases for comment is also called (拈提) (354 hits / 142 files): (拈提公案如雪竇老真可謂與古人心心相契) ('in taking up cases, old Xuedou can truly be said to be mind-to-mind with the ancients') and (者個公案叢林中少有拈提者) ('few in the monasteries have taken this case up'), both B27n0152. | Genre term, corpus-wide; no master bends the meaning, so a single sense. (拈古) itself: 517 hits / 155 files; the pair (拈古頌古) in direct sequence: 65 / 57 (all counts over the 462-file allowlist, XML tags/notes/rdg stripped, whitespace collapsed, punctuation retained). Distinguish from (a) the live hall verb (拈) 'to pick up / hold up' a topic or object (拈云 4412× / 236 files, 師拈云 1170× / 92 files in the allowlist), of which picking up an OLD case is the specialised case; and (b) (頌古), its verse counterpart. Also called (拈提) (354× / 142 files; quotes in the Explanation). Sibling genres in the same enumeration are attested in the allowlist: (頌古) (1075× / 264 files), (代古) (64× / 35), (別古) (36× / 23), (徵古) (17× / 9). All curated occurrences are labels, titles, TOC/section heads, or the act of composing/reading niangu, so MasterName is null (the genre is not spoken by one master in these lines).	UNREVIEWED_INVESTIGATION
枯木堂	63	42	枯木		UNREVIEWED_INVESTIGATION
一頓棒	63	41	棒	Allowlist counts recorded in the audit: the headword “staff/blow” (棒), 18,109 hits in 415 texts; “one blow” (一棒), 2,954; “thirty blows” (三十棒), 2,766; “twenty blows” (二十棒), 407; “one bout of blows” (一頓棒), 63; “receive a blow” (喫棒), 1,191; and “painful blows” (痛棒), 752. The object-versus-blow split is preserved and strengthened: six object witnesses and seven act witnesses, with every sense independently anchored. Attribution remains cautious because several formulas circulate in raised cases and later compilations, and witnesses differ over which Deshan bears the thirty-blows formula.	UNREVIEWED_INVESTIGATION
落空亡	63	37	落空	Literally, 'fall into emptiness,' but in these records the observable warning is against falling into a blank nothing. The term occurs 325 times in 128 allowed texts; the expanded form 'fall into blank annihilation' (落空亡) occurs 63 times in 37 texts. Dahui reports people who hear 'a teaching in which nothing is obtained' (無所得法) and become afraid that they will fall into blankness; he answers by asking whether the very one who fears falling into blankness is empty. A lamp dialogue answers the charge that Chan teachers mostly fall into blankness by saying that letters and other things arise from wisdom and that, when 'great function appears before one' (大用現前), there can be no falling into blankness. Another exchange dismantles the spatial wording itself: asked whether 'originally there is nothing' falls into blankness, the reply asks, 'Since blankness is absent, from where could falling be established?	UNREVIEWED_INVESTIGATION
向上一句	62	47	一句	Allowlist count: 15,708 occurrences in 419 texts. Family checks covered “first phrase” (第一句), “second phrase” (第二句), “third phrase” (第三句), “final phrase” (末後一句) and its shorter form (末後句), “upward phrase” (向上一句), “out-of-pattern phrase” (出格一句), the diminutive “one phrase” (一句子), “one conforming phrase” (一句合頭語), “under one phrase” (一句下), “a thousand and ten thousand phrases” (千句萬句), and the general “phrase” entry (句). Item-8 review found position and qualification families, not different objects: verse line, spoken phrase, quoted saying, and section-qualified phrase remain countable utterance units in the harvested passages. Twelve exact-headword witnesses replace the former thin set; two former KWICs that contained only the shorter “final phrase” form (末後句), rather than the exact headword “one phrase” (一句), were removed. No occurrence is retained merely to support an interpretive meaning for an unspecified phrase.	UNREVIEWED_INVESTIGATION
困來眠	62	44	飢來喫飯	Literally, “when hunger comes, eat rice.” Zen records turn this ordinary act into a compact answer, appraisal, and recurring line, most often paired with “when tired, sleep” (困來眠／困來打睡). Lingzhao answers her family's hard/easy exchange, “neither hard nor easy: when hungry, eat rice; when tired, sleep” (也不難，也不易，飢來喫飯，困來睡). Yuanwu places the line directly after “understand that ordinary mind is the Way” (了取平常心是道，饑來喫飯困來眠). One Dongshan teacher says he does not know how to discuss Chan or speak of the Way and “only, when hungry, eats rice; when tired, sleeps” (祇是饑來喫飯，困來打睡). Dazhu Huihai's recorded exchange supplies the crucial contrast: asked whether everyone does the same, he says no, because “when they eat, they refuse simply to eat and make a hundred demands; when they sleep, they refuse simply to sleep and make ten thousand calculations” (他喫飯時不肯喫飯，百種須索；睡時不肯睡，萬般計較). Other records caution that merely repeating the line as if already finished may still be “not yet” (未在), and one later speaker calls it only “one flavor of the ordinary” and not yet the monk's further matter. The entry therefore records both its elevated interview use and the corpus's own refusal to make parroting it sufficient.	UNREVIEWED_INVESTIGATION
體露堂堂	61	49	體露		UNREVIEWED_INVESTIGATION
棄本逐末	61	41	迷頭認影		UNREVIEWED_INVESTIGATION
不假外求	61	39	本自具足	""" (本自具足，阿誰拈起放下). Other records set the phrase against outside acquisition: living beings are complete from the start and ""do not depend on seeking outside"" (不假外求). The Zen deployment therefore joins the phrase to the nature, direct questioning, the impossibility of picking it up or putting it down, and explicit refusal of outside acquisition; this entry reports those statements without converting them into a system of cultivation."	UNREVIEWED_INVESTIGATION
